District,City,Latitude,Longitude,Price,PriceMillionPerM2,Size,LandType,Width,Length,Legalty,Ward
718,74,11.002296,106.66343,850000000,3.6796536,231.0,1,,,1.0,25741
784,79,10.870316,106.56297,4950000000,36.666668,135.0,1,5.0,27.0,1.0,27577
723,74,11.048178,106.72356,420000000,3.1111112,135.0,2,5.0,27.0,3.0,25920
490,48,16.045649,108.17002,5500000000,37.51705,146.6,1,9.0,18.0,1.0,20200
762,79,10.8404,106.7212,3800000000,48.71795,78.0,1,6.8,12.6,1.0,26809
697,70,11.482726,106.61734,250000000,0.15625,1600.0,1,20.0,80.0,1.0,25441
860,86,10.041393,105.990555,2400000000,4.3636365,550.0,3,10.0,51.0,1.0,29719
785,79,10.731897,106.65609,1600000000,16.0,100.0,1,5.0,20.0,1.0,27619
725,74,10.8723,106.7044,7450000000,29.101562,256.0,1,11.0,27.5,1.0,25990
783,79,10.9968,106.5753,2100000000,14.383562,146.0,1,5.0,29.0,1.0,27523
784,79,10.86923,106.58945,3390000000,32.285713,105.0,1,5.0,21.0,1.0,27583
494,48,16.014128,108.25046,8100000000,57.857143,140.0,1,7.0,20.0,1.0,20290
737,75,10.8961735,106.98743,1180000000,13.111111,90.0,1,4.0,22.0,1.0,26296
737,75,10.881717,107.00723,1100000000,13.095238,84.0,1,4.0,21.0,1.0,26296
737,75,10.875795,107.0008,1040000000,11.304348,92.0,1,4.0,22.0,1.0,26296
494,48,16.03,108.2525,2650000000,27.604166,96.0,1,4.1999,,1.0,20285
723,74,11.048178,106.72356,752000000,7.52,100.0,1,5.0,20.0,1.0,25920
731,75,10.883124,106.87094,1600000000,11.940298,134.0,1,5.0,26.0,1.0,26371
737,75,10.875795,107.0008,2450000000,12.628866,194.0,1,10.0,19.0,1.0,26296
676,68,11.833232,108.29114,660000000,1.4072495,469.0,1,8.0,58.0,1.0,24925
783,79,10.9912,106.3989,1550000000,12.4,125.0,1,5.0,25.0,1.0,27538
737,75,10.875795,107.0008,2500000000,12.820513,195.0,1,10.0,19.5,1.0,26296
765,79,10.8303,106.7011,7500000000,125.0,60.0,1,4.0,15.0,1.0,26905
783,79,10.967681,106.5863,570000000,1.6569767,344.0,1,9.0,43.0,1.0,27547
737,75,10.875795,107.0008,1100000000,10.476191,105.0,1,5.0,21.0,1.0,26296
740,75,10.77828,106.94472,20000000000,10.0,2000.0,3,20.0,100.0,1.0,26368
676,68,11.8788,108.3442,860000000,3.372549,255.0,1,6.0,42.0,1.0,24892
598,60,10.831846,107.86245,1100000,0.00030898876,3560.0,4,53.0,70.0,1.0,23110
20,1,20.9185,105.9024,3150000000,70.0,45.0,2,3.0,15.0,1.0,676
697,70,11.4360895,106.6645,262000000,0.40307692,650.0,1,25.0,26.0,1.0,25447
731,75,10.928856,106.8215,1650000000,19.411764,85.0,1,4.1999,21.0,1.0,26053
738,75,10.929289,107.11301,2100000000,9.722222,216.0,1,8.0,22.0,1.0,26317
20,1,20.9185,105.9024,3850000000,64.166664,60.0,2,6.0,10.0,1.0,676
494,48,16.00601,108.25344,12000000000,34.188034,351.0,1,15.0,,1.0,20290
676,68,11.8381,108.3393,1350000000,2.4545455,550.0,1,12.0,45.0,1.0,24868
692,70,11.826637,106.70791,360000000,1.0285715,350.0,1,6.0,59.0,1.0,25282
737,75,10.875795,107.0008,970000000,10.0,97.0,1,4.0,22.0,1.0,26296
676,68,11.833232,108.29114,690000000,2.2402596,308.0,1,7.0,47.0,1.0,24925
676,68,11.836,108.2947,490000000,1.4411764,340.0,1,6.0,45.0,1.0,24925
737,75,10.875795,107.0008,1100000000,13.095238,84.0,1,4.0,22.0,1.0,26296
726,74,11.176307,106.70577,598000000,7.475,80.0,1,5.0,16.0,1.0,25900
720,74,11.422333,106.523056,1300000000,2.826087,460.0,1,,,1.0,25783
731,75,10.853705,106.93067,2400000000,15.0,160.0,1,7.0,23.0,1.0,26374
784,79,10.8822,106.5401,265000000,13.25,20.0,1,5.0,12.0,1.0,27577
731,75,10.868163,106.92038,1600000000,17.021276,94.0,1,5.0,18.0,1.0,26374
785,79,10.668723,106.56119,660000000,7.3333335,90.0,1,5.0,18.0,1.0,27637
731,75,10.878407,106.983734,1100000000,10.576923,104.0,1,5.0,22.0,1.0,26374
725,74,10.925156,106.73206,1200000000,8.0,150.0,1,6.0,25.0,1.0,25987
724,74,10.9227,106.7662,1970000000,30.122324,65.4,1,,,1.0,25951
783,79,11.010381,106.432014,390000000,1.4079423,277.0,4,6.0,47.0,1.0,27526
738,75,10.929289,107.11301,355000000,3.5148516,101.0,1,5.0,20.0,1.0,26317
724,74,10.894249,106.79101,4000000000,40.0,100.0,2,5.0,20.0,1.0,25951
712,72,11.034649,106.35521,500000000,5.0,100.0,1,,,1.0,25708
769,79,10.797102,106.82347,2450000000,44.545456,55.0,1,4.0,,1.0,26860
719,74,11.260122,106.63697,850000000,10.625,80.0,1,5.0,16.0,1.0,25822
805,80,10.553253,106.484764,2300000000,2.3469388,980.0,1,20.0,49.0,1.0,28087
720,74,11.422333,106.523056,350000000,0.6363636,550.0,4,10.0,55.0,1.0,25783
494,48,16.04392,108.247696,5750000000,63.88889,90.0,1,,,1.0,20284
676,68,11.879237,108.250786,2100000000,0.25,8400.0,4,70.0,120.0,1.0,24883
676,68,11.833232,108.29114,2150000000,2.2775424,944.0,1,11.0,86.0,1.0,24868
761,79,10.872191,106.67686,3990000000,28.5,140.0,1,9.0,17.0,1.0,26764
785,79,10.674929,106.60032,36000000000,9.769335,3685.0,1,152.0,24.0,1.0,27625
761,79,10.866282,106.67992,4800000000,60.759495,79.0,1,4.0,20.0,1.0,26767
769,79,10.855435,106.81193,11300000000,75.333336,150.0,1,5.0,30.0,1.0,26836
769,79,10.81051,106.83278,6000000000,60.0,100.0,2,5.0,20.0,1.0,26854
719,74,11.260122,106.63697,260000000,0.52,500.0,1,20.0,25.0,1.0,25822
697,70,11.482726,106.61734,750000000,0.375,2000.0,1,,,1.0,25441
769,79,10.840588,106.7775,3900000000,75.0,52.0,1,4.0,,1.0,26845
784,79,10.841164,106.59671,4300000000,38.392857,112.0,1,5.0,23.0,1.0,27592
494,48,16.01086,108.24389,3050000000,30.5,100.0,2,5.0,20.0,1.0,20287
842,84,9.937751,106.34505,720000000,3.8709676,186.0,4,,,1.0,29236
697,70,11.50929,106.6145,260000000,0.20504732,1268.0,1,21.0,65.0,1.0,25441
722,74,11.451133,106.78244,595000000,2.0517242,290.0,1,5.0,58.0,1.0,25865
654,66,12.681107,108.178444,439000000,3.6583333,120.0,1,5.0,24.0,1.0,24517
783,79,10.948104,106.51844,530000000,3.5333333,150.0,1,6.0,25.0,1.0,27556
643,66,12.642489,107.96001,390000000,3.75,104.0,1,5.5,19.0,1.0,24178
497,48,15.955791,108.101364,460000000,3.68,125.0,1,,,1.0,20332
8,1,20.987823,105.85393,12500000000,221.23894,56.5,1,,,1.0,313
8,1,20.976816,105.84105,22000000000,205.60748,107.0,1,,,1.0,325
723,74,11.138184,106.71342,500000000,1.3157895,380.0,1,5.0,70.0,1.0,25912
719,74,11.285348,106.61734,950000000,11.875,80.0,2,5.0,16.0,1.0,25822
783,79,10.940278,106.54158,850000000,3.2692308,260.0,1,10.0,26.0,1.0,27553
802,80,10.898329,106.49949,7200000000,13.636364,528.0,1,11.0,48.0,1.0,27964
783,79,10.967033,106.49884,530000000,5.5789475,95.0,1,5.0,19.0,1.0,27496
703,72,11.357434,106.158226,12000000000,2.4,5000.0,4,53.0,94.0,1.0,25483
802,80,10.818184,106.454956,9300000000,34.444443,270.0,1,9.0,30.0,1.0,27937
148,17,20.769466,105.3541,10500000000,19.09091,550.0,1,6.4,,1.0,4828
783,79,10.987546,106.5643,14000000000,4.1055717,3410.0,4,16.0,200.0,1.0,27541
919,92,10.0097,105.79003,2550000000,30.0,85.0,1,5.0,17.0,2.0,31192
737,75,10.875795,107.0008,1170000000,13.0,90.0,1,5.0,20.0,1.0,26296
710,72,11.169683,106.20987,300000000,3.030303,99.0,1,5.0,20.0,1.0,25657
720,74,11.267209,106.36754,1350000000,0.36486486,3700.0,1,50.0,75.0,1.0,25777
786,79,10.68945,106.70262,12200000000,58.095238,210.0,1,,,1.0,27646
932,93,9.9265,105.7256,930000000,9.3,100.0,1,5.0,20.0,1.0,31362
802,80,10.870725,106.50538,980000000,8.166667,120.0,1,6.0,20.0,1.0,27976
731,75,10.887902,106.85692,9000000000,36.734695,245.0,4,,,2.0,26371
808,80,10.443248,106.49667,750000000,3.125,240.0,1,8.0,30.0,1.0,28234
783,79,10.969897,106.575935,6100000000,12.2,500.0,1,10.0,50.0,1.0,27547
783,79,10.983698,106.576385,13800000000,4.0588236,3400.0,3,20.0,180.0,1.0,27541
785,79,10.777,106.5772,4700000000,25.013319,187.8999,1,10.6,19.0,1.0,27604
784,79,10.836715,106.60345,4399000000,36.658333,120.0,1,5.0,24.0,1.0,27592
926,92,9.968988,105.696976,1600000000,3.764706,425.0,3,36.4,29.1,1.0,31315
857,86,10.160383,105.94061,1400000000,0.68126523,2055.0,4,25.0,82.0,1.0,29617
777,79,10.793634,106.590416,3500000000,67.30769,52.0,1,4.0,13.0,1.0,27442
786,79,10.6721,106.6978,1650000000,17.277487,95.5,1,6.0,16.0,1.0,27652
803,80,10.653645,106.42979,790000000,0.79,1000.0,3,19.0,51.0,1.0,28015
16,1,21.224146,105.84892,1000000000,10.0,100.0,1,,,1.0,427
784,79,10.897606,106.61145,7800000000,3.7178266,2098.0,4,45.0,45.0,1.0,27574
690,70,11.637909,106.593765,395000000,1.695279,233.0,1,5.0,47.0,1.0,25320
783,79,10.97442,106.50167,500000000,2.3148148,216.0,1,10.0,21.6,1.0,27496
742,75,10.80574,105.48113,750000000,6.25,120.0,2,6.0,20.0,2.0,26503
672,68,11.926375,108.4589,8900000000,2.9666667,3000.0,4,,,1.0,24796
823,82,10.3774,106.6261,920000000,4.7668395,193.0,1,5.0,33.0,1.0,28663
784,79,10.874912,106.583275,22900000000,30.533333,750.0,1,15.0,60.0,1.0,27577
725,74,10.896436,106.69759,3550000000,29.583334,120.0,1,,,1.0,25966
507,49,15.87894,108.28927,2500000000,16.447369,152.0,2,5.5,28.0,1.0,20563
17,1,21.153822,105.8349,3300000000,34.375,96.0,1,5.0,19.0,1.0,472
926,92,9.968988,105.696976,2400000000,2.3976023,1001.0,3,13.5,65.9,1.0,31315
783,79,10.989737,106.491585,1350000000,16.875,80.0,1,5.0,16.0,1.0,27532
761,79,10.8711,106.6473,3050000000,42.957745,71.0,1,4.0,18.0,1.0,26770
712,72,11.101559,106.3817,380000000,2.835821,134.0,1,7.5,18.0,1.0,25717
709,72,11.2599,106.1433,1350000000,8.333333,162.0,1,6.0,27.0,1.0,25648
268,1,20.953777,105.75357,2550000000,85.0,30.0,1,,,1.0,9562
806,80,10.60925,106.50538,5000000000,6.6666665,750.0,1,15.0,50.0,1.0,28117
844,84,9.9724,106.2344,750000000,0.3426222,2189.0,4,15.52,140.0,1.0,29287
740,75,10.843803,106.98899,8750000000,2.5,3500.0,1,,,1.0,26389
769,79,10.833,106.8554,24000000000,14.285714,1680.0,4,,,1.0,26857
807,80,10.592036,106.62324,800000000,4.0,200.0,1,5.0,40.0,1.0,28183
821,82,10.341141,106.31082,50000000000,8.333333,6000.0,4,100.0,60.0,1.0,28579
784,79,10.856579,106.5643,4250000000,38.636364,110.0,1,5.0,22.0,1.0,27589
821,82,10.488112,106.32872,3500000000,1.2919897,2709.0,4,50.0,54.0,1.0,28528
777,79,10.77315,106.58235,2900000000,48.333332,60.0,1,4.0,15.0,1.0,27448
507,49,15.9356,108.226,830000000,3.5930736,231.0,1,6.0,38.5,1.0,20557
731,75,10.994306,106.8646,1950000000,32.5,60.0,1,6.0,10.0,1.0,25993
718,74,10.9753,106.6815,2750000000,21.484375,128.0,1,9.0,14.0,1.0,25750
769,79,10.818844,106.79659,9300000000,15.048544,618.0,4,10.0,50.0,1.0,26866
497,48,15.980415,108.01244,610000000,4.8031497,127.0,1,7.0,20.0,1.0,20317
497,48,15.987646,108.12508,470000000,1.113744,422.0,4,18.0,25.0,1.0,20320
497,48,16.048275,108.01244,1300000000,1.007752,1290.0,4,24.0,50.0,1.0,20299
762,79,10.840135,106.71629,45000000000,22.5,2000.0,1,50.0,40.0,1.0,26809
806,80,10.459159,106.670395,4200000000,2.8,1500.0,4,30.0,50.0,1.0,28153
926,92,9.981544,105.71558,7900000000,4.984227,1585.0,1,18.2,78.0,1.0,31315
718,74,11.0060215,106.63189,14000000000,15.555555,900.0,1,30.0,30.0,1.0,25771
672,68,11.921056,108.36826,3350000000,12.737642,263.0,1,8.0,33.0,1.0,24808
777,79,10.721901,106.61127,5000000000,50.0,100.0,1,5.0,20.0,1.0,27460
742,75,10.72112,106.82055,73000000000,7.6842103,9500.0,1,,,1.0,26491
573,56,12.452676,108.914566,430000000,0.19545455,2200.0,4,,,1.0,22615
721,74,11.1042,106.6231,1250000000,8.333333,150.0,1,5.0,30.0,1.0,25846
731,75,10.878297,106.95994,2600000000,8.227848,316.0,4,15.0,21.0,1.0,26374
847,84,9.910464,106.28752,530000000,2.12,250.0,1,10.0,25.0,1.0,29389
765,79,10.829,106.7025,3400000000,42.5,80.0,1,4.0,20.0,1.0,26905
822,82,10.35198,106.46562,2600000000,13.0,200.0,1,11.0,18.5,1.0,28594
807,80,10.64673,106.59022,990000000,7.071429,140.0,1,4.0,35.0,1.0,28162
370,37,20.154663,105.89656,4200000000,15.107914,278.0,1,10.0,30.0,1.0,14369
855,86,10.241837,105.982414,5500000000,45.948242,119.6999,1,5.0,19.7999,1.0,29554
723,74,10.9778,106.7853,2380000000,18.637476,127.6997,1,5.5,23.0,1.0,25937
807,80,10.645512,106.574646,1300000000,14.285714,91.0,1,4.3,21.7,1.0,28162
731,75,10.891407,106.86749,1350000000,10.384615,130.0,1,5.0,26.0,1.0,26371
764,79,10.818331,106.68956,5900000000,131.11111,45.0,1,,,1.0,26896
731,75,10.887902,106.85692,250000000,2.3809524,105.0,2,5.0,21.0,3.0,26371
494,48,16.0021,108.2273,2150000000,21.5,100.0,1,5.0,20.0,1.0,20287
761,79,10.854873,106.61495,3400000000,42.5,80.0,1,4.0,20.0,1.0,26785
769,79,10.841783,106.82985,3200000000,39.506172,81.0,1,6.0,15.0,1.0,26833
803,80,10.748941,106.419716,970000000,0.97,1000.0,4,40.0,25.0,1.0,27994
847,84,9.861588,106.2934,160000000,0.32,500.0,4,,,1.0,29386
911,91,10.289879,103.98402,590000000,5.462963,108.0,2,6.0,18.0,1.0,31090
762,79,10.864332,106.780876,4650000000,52.247192,89.0,1,4.0,24.0,1.0,26800
785,79,10.666088,106.59251,5200000000,22.767086,228.3999,1,7.6999,24.0,1.0,27634
807,80,10.63742,106.71253,4000000000,44.444443,90.0,2,5.0,18.0,2.0,28168
735,75,11.0101,106.8321,1500000000,16.666666,90.0,1,5.0,18.0,1.0,26188
690,70,11.7103,106.5911,410000000,2.05,200.0,1,5.0,40.7999,1.0,25333
735,75,11.015971,106.83554,1290000000,9.436729,136.6999,1,5.0,27.0,1.0,26188
724,74,10.88956,106.78022,16333333333,136.11111,120.0,1,5.0,24.0,1.0,25957
654,66,12.681107,108.178444,450000000,2.9801323,151.0,1,5.0,30.0,1.0,24517
503,49,15.882775,108.351,2520000000,20.826447,121.0,1,5.0,24.0,1.0,20413
754,77,10.646611,107.11301,1700000000,3.2692308,520.0,2,15.0,35.0,1.0,26725
494,48,15.986198,108.24111,1500000000,14.150944,106.0,1,6.48,16.35,1.0,20287
777,79,10.803335,106.59082,3800000000,55.882355,68.0,1,4.0,17.0,1.0,27442
778,79,10.708131,106.738205,3100000000,45.588234,68.0,1,4.0,17.0,1.0,27493
723,74,10.979551,106.7559,460000000,1.0176991,452.0,1,10.0,45.0,1.0,25939
731,75,10.965605,106.86673,14500000000,73.60406,197.0,1,7.5998,26.2,1.0,26008
807,80,10.6022415,106.604836,520000000,5.0485435,103.0,1,5.0,21.0,1.0,28183
495,48,16.013834,108.22786,4050000000,40.5,100.0,1,5.0,20.0,1.0,20314
690,70,11.686355,106.61145,395000000,1.7173913,230.0,1,5.0,46.0,1.0,25336
741,75,10.959164,107.3494,2200000000,1.1,2000.0,4,24.0,86.0,1.0,26437
777,79,10.7159,106.6147,3759900000,65.050285,57.7999,1,4.0,14.4498,1.0,27460
731,75,10.887902,106.85692,2200000000,14.012739,157.0,1,5.0998,30.5,1.0,26371
769,79,10.8097,106.861,8800000000,42.92683,205.0,1,10.0,20.0,1.0,26857
736,75,11.0562105,107.27255,1798000000,1.6300998,1103.0,1,,,1.0,26245
4,1,21.07017,105.90684,5500000000,125.0,44.0,1,,,1.0,124
762,79,10.848114,106.75977,7300000000,60.833332,120.0,1,5.0,25.0,1.0,26824
785,79,10.6843,106.5729,2500000000,47.16981,53.0,1,5.4,9.27,1.0,27595
762,79,10.8818,106.7293,2990000000,42.112675,71.0,1,4.0,18.0,1.0,26797
786,79,10.689556,106.74202,4450000000,7.2320094,615.32,1,,12.0,1.0,27643
494,48,16.03022,108.25258,2600000000,26.0,100.0,1,4.5998,,1.0,20285
736,75,11.0562105,107.27255,940000000,0.80617493,1166.0,1,,,1.0,26245
778,79,10.708011,106.73858,3790000000,42.11111,90.0,1,6.0,18.0,1.0,27493
721,74,11.06,106.635,3650000000,11.442006,319.0,1,10.0,32.0,1.0,25852
777,79,10.800185,106.60062,11111111111,46.296295,240.0,1,6.0,40.0,1.0,27436
764,79,10.841923,106.64362,4700000000,58.75,80.0,1,8.0,10.0,1.0,26881
718,74,11.033508,106.61701,800000000,2.9962547,267.0,1,6.0,44.0,1.0,25765
916,92,10.033558,105.76104,1490000000,16.445934,90.5999,4,4.5999,19.7,1.0,31149
761,79,10.870256,106.6923,4570000000,62.176872,73.5,1,4.0,18.5,1.0,26767
724,74,10.90168,106.83178,15666000000,66.663826,235.0,1,10.0,23.0,1.0,25951
654,66,12.681107,108.178444,2600000000,1.3684211,1900.0,4,40.0,47.0,1.0,24517
736,75,11.0562105,107.27255,1416000000,1.2861035,1101.0,1,,,1.0,26245
725,74,10.8815,106.7136,3700000000,27.407408,135.0,1,6.1999,22.0,1.0,25990
769,79,10.80835,106.789925,10545000000,57.0,185.0,1,10.0,18.5,1.0,26848
737,75,10.908116,106.98426,3900000000,3.030303,1287.0,1,35.0,55.0,1.0,26293
250,1,21.19158,105.77326,1400000000,22.50804,62.2,1,4.0,15.0,1.0,8989
412,40,18.679468,105.68053,5900000000,23.838385,247.5,1,6.5,,1.0,16672
761,79,10.862944,106.65476,13780000000,68.9,200.0,1,10.0,20.0,1.0,26773
769,79,10.782289,106.77608,16000000000,76.92308,208.0,1,8.0,22.0,1.0,27097
696,70,11.795436,107.186966,27475000000,0.44939318,61138.0,3,180.0,300.0,1.0,25408
783,79,11.045645,106.5475,1200000000,12.0,100.0,1,5.0,20.0,1.0,27517
725,74,10.978315,106.72936,2000000000,26.9179,74.3,2,4.0,19.2999,1.0,25969
680,68,11.402206,107.862976,4500000000,1.9885108,2263.0,1,,,1.0,25090
777,79,10.7159,106.6147,2950000000,65.26549,45.2,1,4.0,11.3198,1.0,27460
777,79,10.722142,106.61111,3440000000,65.02836,52.9,1,4.0,13.25,1.0,27460
762,79,10.8647,106.7592,15000000000,125.0,120.0,1,5.0,24.0,1.0,26818
724,74,10.894249,106.79101,13500000000,108.0,125.0,1,5.0,,1.0,25951
933,93,9.930237,105.85692,1030000000,10.3,100.0,1,5.0,20.0,1.0,31381
777,79,10.716,106.6147,2950000000,65.26549,45.2,1,4.0,11.3198,1.0,27460
731,75,10.887902,106.85692,27200000000,44.95868,605.0,1,19.0,32.0,1.0,26371
4,1,21.005695,105.90804,4150000000,83.0,50.0,1,3.5,,1.0,154
762,79,10.848114,106.75977,7300000000,60.833332,120.0,1,5.5,,1.0,26824
769,79,10.8097,106.861,14000000000,45.602608,307.0,1,15.0,,1.0,26857
672,68,11.921056,108.36826,900000000,0.6923077,1300.0,4,30.0,45.0,1.0,24808
769,79,10.833,106.8554,8000000000,45.714287,175.0,1,6.0,28.0,1.0,26857
731,75,10.925898,106.80602,2200000000,20.754717,106.0,1,4.3,25.0,1.0,26053
807,80,10.64673,106.59022,380000000,3.1666667,120.0,1,6.0,20.0,1.0,28162
762,79,10.8646,106.7592,13500000000,98.97368,136.3999,1,5.0,,1.0,26818
785,79,10.8238,106.5643,660000000,15.0,44.0,1,4.0,11.0,3.0,27601
747,77,10.413293,107.17512,4800000000,7.3846154,650.0,4,23.0,28.0,1.0,26542
803,80,10.7131,106.4204,2600000000,0.61904764,4200.0,4,,,1.0,28000
724,74,10.889156,106.777885,2780000000,44.83871,62.0,1,5.0,,1.0,25957
762,79,10.852377,106.763275,5500000000,68.75,80.0,1,4.0,20.0,1.0,26815
719,74,11.260122,106.63697,950000000,6.418919,148.0,1,9.8999,15.0,1.0,25822
919,92,9.9792,105.7704,2600000000,0.962963,2700.0,4,26.0,105.0,1.0,31198
802,80,10.850523,106.425865,1100000000,5.2884617,208.0,1,5.0,40.0,1.0,27973
769,79,10.78764,106.77713,5600000000,66.666664,84.0,1,4.0,21.0,1.0,27097
507,49,15.87894,108.28927,2230000000,18.429752,121.0,2,5.5,21.0,1.0,20563
494,48,15.9871,108.267,2500000000,16.666666,150.0,2,6.0,,1.0,20290
761,79,10.8788,106.6535,4750000000,52.77778,90.0,1,4.5,20.0,1.0,26773
494,48,15.98728,108.26717,2650000000,25.980392,102.0,2,6.0,,1.0,20290
916,92,10.0604,105.776,5900000000,42.142857,140.0,1,7.0,20.0,1.0,31117
495,48,16.028736,108.172516,1690000000,15.089286,112.0,1,6.0998,18.6499,1.0,20305
673,68,11.604552,107.76955,15500000000,4.84375,3200.0,1,60.0,60.0,1.0,24832
718,74,11.028857,106.655655,1950000000,19.5,100.0,1,5.0,20.0,1.0,25759
721,74,11.1044445,106.62324,800000000,5.3333335,150.0,1,5.0,30.0,1.0,25846
494,48,15.978137,108.25499,8050000000,42.933334,187.5,1,7.5,25.0,1.0,20290
734,75,11.242659,107.43811,12000000000,1.0909091,11000.0,4,97.0,100.0,1.0,26164
784,79,10.896922,106.62412,2450000000,43.75,56.0,1,4.0,14.0,1.0,27568
369,37,20.237404,106.004616,1120000000,10.37037,108.0,2,6.0,18.0,1.0,14353
725,74,10.877594,106.699776,1950000000,17.727272,110.0,1,5.5,20.0,1.0,25990
569,56,11.958731,109.170166,1480000000,0.2901961,5100.0,4,45.0,125.0,1.0,22411
803,80,10.631643,106.4936,1650000000,17.934782,92.0,1,4.0,23.0,1.0,27991
783,79,10.965578,106.5047,930000000,1.6607143,560.0,1,13.0,43.0,1.0,27556
748,77,10.52779,107.20163,7500000000,5.0,1500.0,1,14.0,108.0,1.0,26572
800,80,10.693397,106.152214,3300000000,0.42242703,7812.0,4,63.0,,1.0,27877
711,72,11.106161,106.199265,315000000,2.2292993,141.3,1,4.0,36.0,1.0,25699
725,74,10.9465,106.6961,2500000000,12.019231,208.0,1,6.0,34.0,1.0,25978
495,48,15.9963,108.2133,7700000000,30.8,250.0,1,10.0,25.0,1.0,20314
761,79,10.854584,106.70898,4300000000,38.91403,110.5,1,4.5,25.0,1.0,26779
725,74,10.9564,106.6952,3750000000,25.0,150.0,1,5.0,30.0,1.0,25963
800,80,10.786451,106.14633,560000000,5.6,100.0,1,5.0,20.0,1.0,27868
725,74,10.9237,106.6927,7000000000,19.553072,358.0,1,7.5,47.0,1.0,25984
725,74,10.9552,106.7199,2700000000,22.5,120.0,1,5.0,24.0,1.0,25972
718,74,11.033508,106.61701,9600000000,15.070643,637.0,1,14.0,44.0,1.0,25765
725,74,10.9475,106.6803,4750000000,25.537634,186.0,1,6.0,21.0,1.0,25963
831,83,10.3134,106.3486,2950000000,12.876473,229.1,1,6.4,36.0,1.0,28810
725,74,10.872017,106.70895,4850000000,32.333332,150.0,1,6.0,25.0,1.0,25990
495,48,16.018894,108.20452,2200000000,28.947369,76.0,1,,,1.0,20260
804,80,10.603418,106.40897,1350000000,13.5,100.0,1,5.0,20.0,1.0,28036
707,72,11.3551855,106.18827,245000000,1.6333333,150.0,1,5.0,30.0,1.0,25558
731,75,10.887902,106.85692,9450000000,3.5,2700.0,4,,,1.0,26371
495,48,16.014177,108.191185,1830000000,16.636364,110.0,1,7.0,16.0,1.0,20311
490,48,16.089634,108.12072,2100000000,26.58228,79.0,1,5.0,16.0,1.0,20197
495,48,16.005476,108.21932,3380000000,33.8,100.0,1,5.0,20.0,1.0,20314
490,48,16.0748,108.1614,7700000000,52.559727,146.5,1,7.5,20.0,1.0,20200
740,75,10.79696,106.985756,2000000000,16.666666,120.0,1,,,1.0,26392
740,75,10.79696,106.985756,1790000000,16.272728,110.0,1,,,1.0,26392
783,79,10.946723,106.55245,750000000,3.5714285,210.0,1,7.5,28.0,1.0,27553
725,74,10.964238,106.72919,1800000000,28.571428,63.0,1,5.0,,1.0,25975
752,77,10.451317,107.21345,800000000,1.6,500.0,4,25.0,20.0,1.0,26665
4,1,21.055147,105.90521,9500000000,95.0,100.0,1,,,1.0,127
731,75,10.853705,106.93067,650000000,8.125,80.0,1,5.0,16.0,1.0,26374
919,92,9.974437,105.75272,1750000000,19.729446,88.6999,1,5.0,18.11,1.0,31198
570,56,11.972985,109.122604,1150000000,1.0454545,1100.0,4,10.0,110.0,1.0,22471
678,68,11.6703,108.3563,1190000000,9.224806,129.0,1,6.0,22.0,1.0,24982
805,80,10.5532,106.4847,289000000,0.578,500.0,4,,,1.0,28087
777,79,10.75693,106.587456,2500000000,31.25,80.0,1,4.0,20.0,1.0,27454
769,79,10.8009,106.8134,3750000000,53.57143,70.0,1,,,1.0,26860
734,75,11.1983185,107.44994,11990000000,0.49958333,24000.0,4,240.0,100.0,1.0,26167
803,80,10.6341,106.4464,460000000,2.3,200.0,1,,,1.0,28027
804,80,10.60226,106.40194,1400000000,14.0,100.0,1,5.0,20.0,1.0,28036
673,68,11.533386,107.76487,4200000000,3.4941764,1202.0,1,,,1.0,24841
725,74,10.919315,106.73298,1920000000,34.909092,55.0,1,5.5,10.0,1.0,25987
845,84,9.848069,106.12869,200000000,0.37037036,540.0,4,10.0,55.0,1.0,29329
845,84,9.8316,106.1373,200000000,0.3629764,551.0,3,9.0,62.0,1.0,29329
918,92,10.095655,105.72125,295000000,2.1851852,135.0,4,5.0,27.0,1.0,31171
845,84,9.8316,106.1372,205000000,1.64,125.0,1,5.0,25.0,1.0,29329
845,84,9.870265,106.06108,480000000,3.3566434,143.0,1,5.0,29.0,1.0,29308
845,84,9.811707,106.09929,135000000,1.6071428,84.0,1,5.0,18.0,1.0,29326
785,79,10.664385,106.57091,900000000,8.411215,107.0,1,5.0,21.0,1.0,27637
845,84,9.876,106.057,350000000,1.9774011,177.0,1,5.0,36.0,1.0,29308
845,84,9.8114,106.0988,150000000,0.75,200.0,1,6.0,36.0,1.0,29326
769,79,10.818637,106.82136,3990000000,48.658535,82.0,1,4.0,20.5,1.0,26854
845,84,9.811707,106.09929,175000000,0.3458498,506.0,3,7.5,66.0,1.0,29326
721,74,11.0821705,106.62639,1850000000,12.333333,150.0,1,5.0,30.0,1.0,25846
808,80,10.499839,106.48686,550000000,3.6666667,150.0,1,5.0,30.0,1.0,28219
725,74,10.938444,106.70349,700000000,7.7777777,90.0,1,5.0,18.0,1.0,25978
718,74,11.013716,106.68219,780000000,5.0,156.0,1,4.5,35.0,1.0,25762
698,70,11.71341,106.89455,205000000,2.05,100.0,1,5.0,,1.0,25252
723,74,11.069252,106.69688,939000000,9.39,100.0,1,5.0,20.0,1.0,25924
723,74,11.104906,106.71167,900000000,6.0,150.0,1,5.0,30.0,1.0,25912
666,67,11.935208,107.444695,1350000000,2.7835052,485.0,1,5.0,85.0,1.0,24745
