District,City,Latitude,Longitude,Price,PriceMillionPerM2,Size,LandType,Width,Length,Legalty,Ward
783,79,10.93994,106.635025,6000000000,2.219756,2703.0,4,30.0,75.0,1.0,27550
718,74,11.035643,106.63208,1600000000,12.698413,126.0,1,6.0,21.0,1.0,25768
568,56,12.216942,109.189766,5200000000,52.0,100.0,2,5.0,20.0,2.0,22378
568,56,12.239002,109.19172,14148000000,135.0,104.8,1,5.3498,20.59,1.0,22369
740,75,10.810915,106.960815,3850000000,19.642857,196.0,1,8.0,25.0,1.0,26392
568,56,12.216942,109.189766,4380000000,44.923077,97.5,2,5.0,19.5,2.0,22378
762,79,10.8507,106.7197,350000000000,81.39535,4300.0,1,42.0,103.0,1.0,26809
916,92,10.04496,105.7796,2700000000,30.821953,87.5999,1,5.0,17.53,1.0,31123
762,79,10.825824,106.72306,9500000000,88.78505,107.0,1,,,1.0,26812
274,1,21.003078,105.66567,1620000000,37.67442,43.0,1,4.0,11.0,1.0,9883
495,48,16.014748,108.20806,3900000000,44.31818,88.0,1,7.0,12.4099,1.0,20260
497,48,16.0452,108.11322,850000000,9.444445,90.0,1,,,1.0,20302
720,74,11.422333,106.523056,690000000,1.2545455,550.0,1,8.0,60.0,1.0,25783
720,74,11.422333,106.523056,800000000,0.36363637,2200.0,1,,,1.0,25783
680,68,11.801037,107.692566,400000000,0.31713313,1261.3,1,22.0,60.0,1.0,25057
762,79,10.845527,106.7004,18000000000,85.71429,210.0,1,12.0,18.0,1.0,26809
761,79,10.889942,106.67497,3150000000,51.639343,61.0,1,4.0,16.0,1.0,26764
803,80,10.668725,106.41114,1300000000,1.3,1000.0,4,21.0,49.0,1.0,28015
784,79,10.9336,106.6043,3200000000,26.666666,120.0,1,7.0,17.0,1.0,27562
802,80,10.79607,106.43153,1800000000,18.0,100.0,2,,,1.0,27988
731,75,10.901335,106.89063,765000000,5.3125,144.0,1,6.0,24.0,1.0,26056
494,48,15.982958,108.23342,2820000000,28.2,100.0,2,5.0,,2.0,20287
778,79,10.7447,106.7014,18000000000,180.0,100.0,2,5.0,20.0,1.0,27490
720,74,11.429776,106.54467,750000000,0.375,2000.0,1,,,1.0,25783
761,79,10.866487,106.68815,3450000000,44.805195,77.0,1,4.0,19.0,1.0,26767
276,1,20.991922,105.45953,4150000000,11.464088,362.0,1,,,1.0,4930
764,79,10.827565,106.69074,4750000000,84.82143,56.0,1,,,1.0,26887
803,80,10.653645,106.42979,790000000,0.79,1000.0,4,19.5,51.0,1.0,28015
495,48,16.001928,108.22467,4600000000,42.990654,107.0,1,5.0,21.0,1.0,20314
731,75,10.958644,106.8054,80000000000,20.0,4000.0,4,40.0,100.0,1.0,26011
753,77,10.484859,107.317665,680000000,0.8819715,771.0,1,,,1.0,26698
719,74,11.197755,106.61734,600000000,3.0,200.0,1,,,1.0,25834
786,79,10.6715,106.7238,4200000000,50.0,84.0,1,6.0,14.0,1.0,27652
784,79,10.905527,106.595474,2900000000,29.0,100.0,1,5.0,20.0,1.0,27562
786,79,10.6995,106.7042,4350000000,53.970356,80.5998,1,5.5,14.5,1.0,27646
905,91,9.927734,105.131744,650000000,5.2,125.0,1,,,1.0,30892
497,48,15.966055,108.21106,1650000000,16.5,100.0,1,5.0,20.0,1.0,20329
314,31,20.744295,106.66892,2700000000,15.5172415,174.0,1,8.6999,20.0,1.0,11722
276,1,20.991922,105.45953,5800000000,5.9183674,980.0,1,,,1.0,4930
784,79,10.860528,106.60183,3050000000,36.746986,83.0,1,6.2698,13.5,1.0,27583
206,22,20.90335,106.85973,3300000000,30.0,110.0,1,5.0,22.0,1.0,7168
490,48,16.056707,108.16884,6500000000,42.20779,154.0,2,5.5,28.0,1.0,20200
206,22,20.9395,106.8087,1500000000,13.513514,111.0,1,7.0,22.0,1.0,7132
737,75,10.9662075,107.015976,2000000000,0.8333333,2400.0,1,48.0,50.0,1.0,26263
495,48,16.002,108.2192,3050000000,32.972973,92.5,2,5.0,,1.0,20314
802,80,10.9137,106.3169,1805000000,3.1834216,567.0,1,15.0,38.0,1.0,27934
834,83,10.181645,106.41769,2280000000,0.6989577,3262.0,4,,,1.0,29011
680,68,11.4891,107.8743,19800000000,2.0368276,9721.0,2,60.0,162.0,1.0,25087
776,79,10.7056,106.6243,1400000000,14.0,100.0,1,5.0,20.0,1.0,27433
802,80,10.863038,106.44648,1320000000,4.285714,308.0,1,8.0,38.0,1.0,27967
721,74,11.1044445,106.62324,1450000000,9.666667,150.0,1,5.0,30.0,1.0,25846
802,80,10.9384,106.4039,1039000000,2.8233695,368.0,1,6.0,60.0,1.0,27949
769,79,10.8058,106.8199,200000000000,69.95453,2859.0,1,31.0,43.0,1.0,26860
493,48,16.065815,108.2389,3480000000,46.4,75.0,1,4.0,18.7,1.0,20281
802,80,10.7939825,106.50519,1300000000,19.402985,67.0,2,4.5,15.0,1.0,27982
802,80,10.7939825,106.50519,1600000000,25.0,64.0,2,4.0,16.0,1.0,27982
712,72,11.025244,106.39089,450000000,3.0,150.0,1,5.0,30.0,1.0,25732
568,56,12.245004,109.18429,3400000000,46.575344,73.0,1,5.34,15.0,1.0,22360
761,79,10.8834305,106.670395,3400000000,25.757576,132.0,1,4.0,30.0,1.0,26764
777,79,10.747439,106.619705,13000000000,101.5625,128.0,1,8.0,16.0,1.0,27463
761,79,10.896593,106.691574,3230000000,14.953704,216.0,1,5.0,23.0,1.0,26767
838,83,10.134248,106.24633,2850000000,0.8142857,3500.0,1,30.0,120.0,1.0,28936
785,79,10.660624,106.60335,5500000000,30.555555,180.0,1,5.0,37.0,1.0,27634
784,79,10.850857,106.59324,7600000000,32.20339,236.0,1,10.0,24.0,1.0,27589
794,80,10.5452,106.3852,4513000000,4.076784,1107.0,1,28.0,48.0,1.0,27700
802,80,10.9003,106.3934,1220000000,2.4696357,494.0,1,25.0,38.0,1.0,27961
724,74,10.906739,106.80196,5400000000,26.865671,201.0,1,7.3,27.0,1.0,25951
206,22,20.902811,106.85914,3999000000,12.009009,333.0,1,12.0,27.0,1.0,7168
574,56,12.243507,109.11963,1450000000,11.328125,128.0,1,6.4,20.0,1.0,22693
721,74,11.134776,106.57019,1050000000,7.4468083,141.0,1,6.0,24.0,1.0,25840
777,79,10.7593155,106.623764,4820000000,68.85714,70.0,1,4.0,17.5,1.0,27445
494,48,15.990179,108.234406,2700000000,27.0,100.0,1,5.0,20.0,1.0,20287
494,48,15.9861,108.2406,1400000000,16.470589,85.0,1,4.0,20.0,1.0,20287
786,79,10.69956,106.70432,9650000000,56.764706,170.0,1,8.5,20.0,1.0,27646
777,79,10.80826,106.593025,11500000000,57.5,200.0,1,10.0,20.0,1.0,27442
761,79,10.8834305,106.670395,2790000000,49.82143,56.0,1,4.0,14.0,1.0,26764
731,75,10.86904,106.96095,5500000000,4.8287973,1139.0,4,30.0,40.0,1.0,26374
690,70,11.72385,106.61728,300000000,0.3,1000.0,4,10.0,100.0,1.0,25333
762,79,10.833216,106.73189,9500000000,95.0,100.0,1,5.0,20.0,1.0,26812
762,79,10.858462,106.72344,4400000000,73.333336,60.0,1,4.0,14.5,1.0,26809
740,75,10.835579,106.941765,1100000000,11.340206,97.0,1,5.0,19.5,1.0,26383
721,74,11.173189,106.6645,2000000000,6.6666665,300.0,1,6.0,50.0,1.0,25837
762,79,10.845191,106.72125,5700000000,65.51724,87.0,1,5.9,14.6997,1.0,26809
784,79,10.8956,106.6181,4000000000,33.333332,120.0,1,6.0,20.0,1.0,27574
784,79,10.8729,106.6169,5700000000,38.0,150.0,1,5.0,30.0,1.0,27574
495,48,16.024868,108.188866,1870000000,14.96,125.0,1,5.0,25.0,1.0,20305
786,79,10.6715,106.7239,4500000000,27.272728,165.0,1,12.0,12.5,1.0,27652
593,60,10.938301,108.11138,900000000,9.0,100.0,1,5.0,20.0,1.0,22924
725,74,10.953975,106.694046,11500000000,26.62037,432.0,1,10.0,43.0,1.0,25963
731,75,10.853705,106.93067,2050000000,19.52381,105.0,1,5.0,21.0,1.0,26374
492,48,16.041971,108.21355,10700000000,107.0,100.0,1,5.0,20.0,1.0,20257
801,80,10.893207,106.2934,420000000,4.2,100.0,1,5.0,20.0,1.0,27898
785,79,10.666088,106.59251,1900000000,2.9968455,634.0,4,,,1.0,27634
919,92,9.994971,105.7762,2590000000,30.470589,85.0,1,5.0,17.0,1.0,31192
497,48,16.093231,108.10496,2700000000,16.875,160.0,1,5.0,32.0,1.0,20296
492,48,16.034222,108.21721,5300000000,60.57143,87.5,1,5.0,,1.0,20258
777,79,10.803335,106.59082,5300000000,62.35294,85.0,1,,,1.0,27442
719,74,11.285348,106.61734,650000000,8.125,80.0,1,5.0,16.0,1.0,25822
802,80,10.812476,106.44931,2800000000,6.0215054,465.0,1,18.0,26.0,1.0,27988
720,74,11.434562,106.39514,630000000,0.3,2100.0,1,,,1.0,25780
761,79,10.859661,106.70577,3200000000,61.53846,52.0,1,,,1.0,26779
497,48,15.97223,108.172516,1050000000,8.606558,122.0,1,5.0,22.0,1.0,20326
740,75,10.811154,106.98899,1400000000,8.536586,164.0,1,7.5,26.0,1.0,26392
494,48,16.04769,108.24665,5200000000,52.0,100.0,1,5.0,5.0,1.0,20284
495,48,16.025574,108.23147,20360000000,64.025154,318.0,1,12.5,25.0,1.0,20314
725,74,10.947307,106.73903,1500000000,10.0,150.0,1,5.0,30.0,1.0,25975
769,79,10.818332,106.80516,5600000000,28.0,200.0,1,10.0,21.0,1.0,26860
762,79,10.8549,106.7242,13500000000,60.538116,223.0,1,12.0,20.0,1.0,26809
769,79,10.780164,106.76687,5000000000,60.827324,82.1999,1,5.1999,16.0,1.0,27109
783,79,10.9926,106.3833,5300000000,10.860656,488.0,1,,,1.0,27538
778,79,10.740089,106.70683,60000000000,180.72289,332.0,1,,,1.0,27481
754,77,10.646611,107.11301,1600000000,8.839779,181.0,1,6.0,30.0,1.0,26725
8,1,21.002003,105.8767,3700000000,92.5,40.0,1,,,1.0,301
919,92,9.993837,105.799675,5500000000,47.00855,117.0,1,6.5,20.0,1.0,31201
721,74,11.0892,106.6539,1150000000,14.197531,81.0,1,4.5,18.0,1.0,25852
721,74,11.173189,106.6645,580000000,1.7846154,325.0,1,5.0,65.0,1.0,25837
777,79,10.753044,106.5952,10200000000,70.833336,144.0,1,,,1.0,27454
673,68,11.55641,107.796196,1400000000,7.0,200.0,1,9.0,,1.0,24820
676,68,11.808217,108.3386,2790000000,2.325,1200.0,1,,,1.0,24904
17,1,21.13931,105.854385,3600000000,46.153847,78.0,1,5.0,16.0,1.0,478
807,80,10.625294,106.61145,790000000,1.9268292,410.0,4,11.3,37.0,1.0,28174
784,79,10.8301,106.5968,4200000000,42.0,100.0,1,5.0,20.0,1.0,27592
676,68,11.732798,108.22155,1150000000,1.0648148,1080.0,1,12.0,90.0,1.0,24910
540,52,13.744757,109.15193,1550000000,11.832061,131.0,1,6.8,20.0,1.0,21589
769,79,10.848822,106.77432,5700000000,71.42857,79.8,1,8.8,10.6,1.0,26839
769,79,10.75053,106.778435,8800000000,62.857143,140.0,1,5.1999,28.0,1.0,27112
731,75,10.9383,106.807,1900000000,17.272728,110.0,1,5.0,22.0,2.0,26068
754,77,10.646611,107.11301,2450000000,8.6267605,284.0,1,10.0,28.0,1.0,26725
753,77,10.550592,107.278465,2200000000,9.053498,243.0,1,7.0,35.0,1.0,26695
706,72,11.5495,106.1824,709000000,2.8739371,246.6999,1,5.21,48.11,1.0,25516
761,79,10.854584,106.70898,7500000000,39.473682,190.0,1,5.5,34.0,1.0,26779
643,66,12.685724,108.00644,1950000000,19.5,100.0,1,5.0,20.0,1.0,24130
19,1,21.042902,105.733826,3620000000,40.22222,90.0,1,7.5999,11.85,1.0,623
279,1,20.8628,105.87894,1900000000,39.583332,48.0,1,4.0,12.0,1.0,10225
777,79,10.80826,106.593025,6400000000,75.29412,85.0,1,,,1.0,27442
785,79,10.679321,106.61607,3550000000,33.809525,105.0,1,6.5,16.2,1.0,27625
718,74,10.9764,106.6651,1700000000,21.963825,77.4,1,5.5,14.0,1.0,25756
769,79,10.80494,106.79962,4900000000,55.68182,88.0,1,,,1.0,26866
765,79,10.8296,106.7057,10700000000,107.0,100.0,1,5.0,20.0,1.0,26905
764,79,10.8261385,106.69274,15000000000,78.947365,190.0,1,6.0,34.0,1.0,26887
724,74,10.914057,106.75638,980000000,12.727273,77.0,1,5.0,15.3999,1.0,25948
568,56,12.242057,109.18726,11500000000,113.86139,101.0,1,,,1.0,22366
803,80,10.718742,106.4936,1250000000,5.0,250.0,1,5.5,44.0,1.0,28006
786,79,10.6682,106.6968,2600000000,27.083334,96.0,1,4.5,22.0,1.0,27652
568,56,12.229951,109.160965,1580000000,23.939394,66.0,1,,,1.0,22402
748,77,10.540431,107.205215,1280000000,9.62406,133.0,1,7.0,19.0,1.0,26572
803,80,10.663661,106.50538,2296911330,25.521236,90.0,2,4.5,20.0,1.0,28021
513,49,15.738081,108.36126,870000000,4.084507,213.0,1,10.1,17.2,1.0,20791
725,74,10.96241,106.71378,36000000000,53.175774,677.0,2,32.0,,1.0,25972
490,48,16.0657,108.1695,2550000000,26.842106,95.0,1,5.0,19.0,1.0,20200
753,77,10.4372225,107.27255,1020000000,6.4150944,159.0,1,5.0,32.0,1.0,26689
725,74,10.9065485,106.73542,7500000000,52.083332,144.0,1,4.8,,1.0,25987
718,74,11.0713,106.6865,1350000000,16.875,80.0,1,5.0,16.0,1.0,25760
719,74,11.260742,106.6645,1050000000,5.25,200.0,1,6.0,33.2999,1.0,25825
777,79,10.73818,106.58512,5200000000,55.91398,93.0,2,5.5999,17.0,2.0,27457
821,82,10.4862585,106.36404,780000000,8.0,97.5,1,5.0,19.5,1.0,28525
821,82,10.462576,106.34932,540000000,5.4,100.0,1,5.0,20.0,1.0,28531
769,79,10.797102,106.82347,3750000000,42.13483,89.0,1,6.1999,15.0,1.0,26860
821,82,10.433769,106.32872,360000000,3.6,100.0,1,8.3,12.0,1.0,28534
769,79,10.869776,106.81869,2550000000,40.60516,62.7999,1,4.1999,15.0,1.0,26830
786,79,10.668201,106.69686,3200000000,35.955055,89.0,1,4.0,22.0,1.0,27652
737,75,11.035865,107.05985,3600000000,3.5328753,1019.0,4,20.0,65.0,1.0,26254
719,74,11.260122,106.63697,450000000,1.4950166,301.0,4,6.0,53.0,1.0,25822
802,80,10.8199,106.4867,6900000000,11.9377165,578.0,1,18.0,32.0,1.0,27982
785,79,10.70592,106.63772,7308000000,58.0,126.0,2,7.0,18.0,1.0,27622
785,79,10.70592,106.63772,8160000000,68.0,120.0,2,6.0,20.0,1.0,27622
764,79,10.844375,106.673294,5050000000,68.24324,74.0,1,4.0,19.0,1.0,26869
748,77,10.507324,107.19568,2100000000,22.580645,93.0,1,5.0,18.5,1.0,26558
783,79,10.9989,106.4087,7500000000,3.9267015,1910.0,1,,,1.0,27538
769,79,10.848822,106.77432,4900000000,61.25,80.0,1,5.0,14.0,1.0,26839
20,1,20.928202,105.86132,17500000000,43.75,400.0,1,12.5,,1.0,667
784,79,10.857403,106.56329,19800000000,20.625,960.0,1,,,1.0,27589
777,79,10.797861,106.59728,3990000000,52.5,76.0,1,4.0,19.0,1.0,27442
783,79,10.976565,106.614395,9000000000,5.9093895,1523.0,1,25.0,60.0,1.0,27544
694,70,11.739482,106.73526,990000000,2.8285713,350.0,1,5.0,60.0,1.0,25327
732,75,10.9303,107.2481,3200000000,2.6666667,1200.0,4,,,1.0,26101
725,74,10.952981,106.70445,598000000000,33.22222,18000.0,2,,,1.0,25972
721,74,11.1032,106.62384,1690000000,11.266666,150.0,2,5.0,30.0,1.0,25846
753,77,10.425597,107.29569,3800000000,108.57143,35.0,1,4.6999,8.0,1.0,26692
274,1,21.035702,105.73155,6650000000,107.258064,62.0,1,4.0,15.5,1.0,9862
490,48,16.125193,108.11943,1900000000,19.0,100.0,1,5.0,20.0,1.0,20194
676,68,11.836333,108.2949,990000000,1.8539326,534.0,1,10.0,,1.0,24925
804,80,10.60646,106.412506,1200000000,15.0,80.0,1,5.0,16.0,1.0,28036
785,79,10.70592,106.63772,15600000000,63.209076,246.8,2,,,1.0,27622
720,74,11.1834,106.5224,570000000,2.893401,197.0,1,5.0,45.0,1.0,25798
735,75,11.0101,106.8321,1300000000,10.4,125.0,1,5.0,25.0,1.0,26188
742,75,10.733405,106.82,1100000000,11.0,100.0,1,5.0,20.0,1.0,26476
731,75,10.952906,106.80605,500000000,4.1666665,120.0,1,,,1.0,26011
497,48,15.980415,108.01244,700000000,2.734375,256.0,1,5.0,51.0,1.0,20317
905,91,9.927734,105.131744,450000000,2.903226,155.0,1,,,1.0,30892
784,79,10.897606,106.61145,5600000000,58.94737,95.0,1,6.0,15.8,1.0,27574
778,79,10.7174,106.7368,3600000000,59.60265,60.4,1,4.05,15.0,1.0,27484
761,79,10.860647,106.691895,5000000000,62.5,80.0,1,,,1.0,26779
643,66,12.625804,108.02953,900000000,4.5,200.0,1,5.0,40.0,1.0,24169
761,79,10.8427,106.694,7950000000,78.171326,101.6997,1,,,1.0,26779
490,48,16.081633,108.146324,2350000000,18.8,125.0,1,4.5,26.0,1.0,20197
490,48,16.089634,108.12072,2150000000,20.093458,107.0,2,5.0,21.5,1.0,20197
274,1,21.051794,105.70845,5600000000,98.24561,57.0,1,4.5,,1.0,9853
905,91,9.927734,105.131744,590000000,5.9,100.0,1,5.0,20.0,1.0,30892
497,48,15.987646,108.12508,470000000,1.113744,422.0,4,18.0,25.0,1.0,20320
721,74,11.135346,106.604126,2250000000,18.0,125.0,1,7.4,18.0,1.0,25813
762,79,10.844845,106.72938,2000000000,20.0,100.0,1,,,1.0,26812
761,79,10.87123,106.68598,3600000000,50.0,72.0,1,4.5,16.0,1.0,26767
737,75,10.952125,107.01485,1860000000,8.458394,219.8999,1,11.0,20.0,1.0,26248
689,70,11.51743,106.88241,890000000,2.9666667,300.0,1,,,1.0,25201
495,48,16.024868,108.188866,1750000000,21.084337,83.0,1,,,1.0,20305
784,79,10.914023,106.591255,1350000000,11.842105,114.0,4,5.1999,22.0,1.0,27562
783,79,10.958609,106.593765,13000000000,7.2222223,1800.0,4,20.0,98.0,1.0,27547
753,77,10.505942,107.30211,2800000000,3.1284916,895.0,1,13.0,74.0,1.0,26683
786,79,10.6995,106.7042,5300000000,47.32143,112.0,1,8.0,13.3,1.0,27646
769,79,10.83823,106.76788,10500000000,75.0,140.0,1,7.0,20.0,1.0,26848
742,75,10.7009,106.8265,48000000000,8.727273,5500.0,1,64.0,94.0,1.0,26497
769,79,10.848,106.7881,30000000000,54.44646,551.0,1,18.0,28.0,1.0,26842
916,92,10.035305,105.74649,2200000000,23.157894,95.0,1,5.0,19.0,1.0,31149
785,79,10.717,106.571,29000000000,6.744186,4300.0,4,58.0,70.0,1.0,27616
721,74,11.148853,106.61145,1265000000,4.2166667,300.0,1,,,1.0,25813
807,80,10.592,106.6231,13000000000,4.1296062,3148.0,1,80.0,40.0,1.0,28183
719,74,11.243816,106.67119,750000000,0.39473686,1900.0,1,,,1.0,25825
724,74,10.942212,106.75534,2400000000,30.0,80.0,1,,,1.0,25945
303,31,20.87562,106.667816,2440000000,61.0,40.0,1,5.0,8.0,1.0,11302
312,31,20.857979,106.64387,6200000000,68.888885,90.0,1,4.5,20.0,1.0,11623
312,31,20.878828,106.6085,1380000000,23.0,60.0,1,5.0,12.0,1.0,11608
312,31,20.857979,106.64387,1700000000,29.310345,58.0,1,4.0,14.0,1.0,11623
312,31,20.847597,106.63208,1280000000,23.021666,55.5998,1,4.8498,,1.0,11617
312,31,20.861721,106.63394,2150000000,25.294117,85.0,1,6.0,13.0,1.0,11581
303,31,20.875784,106.64049,1800000000,27.272728,66.0,1,6.0,11.0,1.0,11299
754,77,10.606595,107.09493,9450000000,1.575,6000.0,4,62.0,98.0,1.0,26731
721,74,11.0881,106.5382,3079000000,19.48734,158.0,3,,,1.0,25843
723,74,11.100571,106.76707,1280000000,12.8,100.0,2,5.0,20.0,1.0,25915
905,91,9.927734,105.131744,580000000,3.8666666,150.0,1,,,1.0,30892
778,79,10.7301,106.7003,12500000000,125.0,100.0,1,,,1.0,27490
495,48,16.001999,108.219955,4500000000,45.0,100.0,1,,,1.0,20314
778,79,10.7309,106.7432,6500000000,72.22222,90.0,2,,,2.0,27484
778,79,10.714952,106.73441,7500000000,83.333336,90.0,1,,,1.0,27493
490,48,16.061,108.1743,14000000000,39.325844,356.0,1,15.0,24.0,1.0,20200
697,70,11.414469,106.5643,190000000,0.76,250.0,1,5.0,50.0,1.0,25444
672,68,11.9263,108.4589,1000000000,1.4814814,675.0,1,,,1.0,24796
643,66,12.7273,108.1034,1090000000,7.5172415,145.0,1,5.0,29.0,1.0,24163
309,31,20.795414,106.65649,1450000000,24.166666,60.0,1,4.0,15.0,1.0,11683
274,1,20.975666,105.731995,4800000000,98.96907,48.5,1,,,1.0,9889
493,48,16.107512,108.25844,4100000000,45.555557,90.0,1,5.0,18.0,1.0,20263
495,48,15.992406,108.211,6600000000,33.0,200.0,1,10.0,20.0,1.0,20314
497,48,15.9933,108.1936,5000000000,32.467533,154.0,1,8.0,20.0,1.0,20323
905,91,9.927734,105.131744,360000000,3.0,120.0,1,6.0,20.0,1.0,30892
748,77,10.540431,107.205215,1359000000,10.218045,133.0,1,7.0,19.0,1.0,26572
785,79,10.739746,106.68921,49000000000,245.0,200.0,2,10.0,20.0,1.0,27619
673,68,11.5744,107.8378,690000000,0.46,1500.0,1,30.0,50.0,1.0,24814
764,79,10.838179,106.6826,7500000000,107.14286,70.0,1,4.1999,17.0,1.0,26876
740,75,10.82609,106.93937,45000000000,5.822228,7729.0,1,,,1.0,26383
777,79,10.721719,106.61139,4710000000,67.09421,70.1998,1,4.0,17.3999,1.0,27460
598,60,10.804973,107.958466,2700000000,1.2,2250.0,1,30.0,65.0,1.0,23137
769,79,10.8908,106.8283,13000000000,19.847328,655.0,1,12.0,38.0,1.0,26830
761,79,10.8712,106.6859,13000000000,27.777779,468.0,1,22.0,22.0,1.0,26767
725,74,10.870953,106.7127,1890000000,17.5,108.0,1,6.0,18.0,1.0,25990
777,79,10.721719,106.61139,4300000000,65.15151,66.0,1,4.0,16.5,1.0,27460
762,79,10.886587,106.76827,3550000000,70.15824,50.5999,1,4.3,12.0,1.0,26794
719,74,11.285348,106.61734,700000000,8.75,80.0,1,5.0,16.0,1.0,25822
697,70,11.482726,106.61734,450000000,1.8,250.0,1,5.0,50.0,1.0,25441
597,60,11.216542,108.13101,450000000,0.28901735,1557.0,4,,,1.0,23071
689,70,11.5325,106.8846,700000000,1.4,500.0,1,10.0,50.0,1.0,25201
689,70,11.5147,106.8049,800000000,3.0769231,260.0,1,5.0,52.0,1.0,25207
719,74,11.285348,106.61734,988000000,6.5866666,150.0,1,10.0,15.0,1.0,25822
919,92,9.9938,105.7994,3200000000,26.666666,120.0,1,5.0,24.0,1.0,31201
784,79,10.9015,106.6087,3350000000,23.928572,140.0,1,5.0,28.0,1.0,27574
802,80,10.7973,106.4322,1250000000,10.0,125.0,1,5.0,25.0,1.0,27988
802,80,10.859,106.4106,1650000000,3.9568346,417.0,1,6.0,70.0,1.0,27979
643,66,12.684226,108.07561,1999000000,19.99,100.0,1,5.0,20.0,1.0,24118
268,1,20.945198,105.78947,10500000000,210.0,50.0,1,,,1.0,9565
648,66,12.757319,108.036156,560000000,3.7333333,150.0,1,6.0,25.0,1.0,24298
786,79,10.6932,106.7406,3900000000,61.904762,63.0,1,4.5,14.5,1.0,27643
707,72,11.442409,106.21876,320000000,1.5384616,208.0,1,5.0,42.0,1.0,25555
21,1,21.060614,105.78177,6980000000,139.6,50.0,1,,,1.0,617
737,75,10.875795,107.0008,1000000000,11.764706,85.0,1,5.0,20.0,1.0,26296
731,75,10.8739,106.856,2000000000,20.0,100.0,2,5.0,20.0,1.0,26380
737,75,11.0614,107.0893,1650000000,0.84832907,1945.0,3,19.0,100.0,1.0,26251
737,75,10.9792,107.0251,230000000,2.1100917,109.0,3,5.0,22.0,1.0,26263
288,30,20.904032,106.33181,4500000000,50.11136,89.8,1,89.8,,1.0,11011
806,80,10.537709,106.61871,900000000,9.782609,92.0,2,4.0,23.0,1.0,28138
762,79,10.833995,106.72641,6100000000,64.210526,95.0,1,5.0,19.0,1.0,26812
723,74,11.048178,106.72356,1780000000,16.573557,107.4,1,,,1.0,25920
769,79,10.82841,106.77248,17000000000,85.0,200.0,2,10.0,20.0,1.0,26848
724,74,10.8943,106.7732,2600000000,26.0,100.0,1,5.0,20.0,1.0,25957
742,75,10.634086,106.94766,7500000000,1.726122,4345.0,4,31.0,,1.0,26503
643,66,12.687011,108.09913,2400000000,24.0,100.0,1,5.0,20.0,1.0,24121
742,75,10.677006,106.85914,14900000000,10.0,1490.0,1,,,1.0,26497
721,74,11.112711,106.670395,2850000000,9.5,300.0,1,6.0,50.0,1.0,25849
497,48,15.969138,108.139305,790000000,5.1973686,152.0,1,6.0,25.0,1.0,20332
776,79,10.709464,106.62857,7100000000,37.56614,189.0,1,9.0,21.0,1.0,27433
784,79,10.874547,106.62133,2700000000,30.0,90.0,1,5.0,18.0,1.0,27574
490,48,16.0589,108.15074,3250000000,32.5,100.0,1,5.0,20.0,1.0,20198
762,79,10.858903,106.75644,26000000000,47.61905,546.0,1,,,1.0,26818
740,75,10.718385,106.994896,1380000000,12.777778,108.0,1,,,1.0,26413
769,79,10.83823,106.76788,13650000000,78.0,175.0,2,7.0,25.0,1.0,26848
724,74,10.894,106.8171,3800000000,40.0,95.0,1,5.0,19.0,1.0,25954
697,70,11.565032,106.71167,170000000,0.29310346,580.0,1,10.0,58.0,1.0,25439
742,75,10.8057,105.4811,1180000000,13.111111,90.0,2,5.0,18.0,1.0,26503
718,74,11.028857,106.655655,1500000000,19.23077,78.0,1,4.5,18.0,1.0,25759
786,79,10.6721,106.6977,4500000000,54.21687,83.0,1,4.0,24.0,1.0,27652
279,1,20.837715,105.83784,750000000,17.764093,42.22,1,,,1.0,10240
786,79,10.6396,106.7338,3800000000,36.190475,105.0,1,,,1.0,27658
495,48,16.023832,108.21255,18000000000,105.882355,170.0,1,5.0,34.0,1.0,20260
17,1,21.118708,105.78361,8600000000,51.190475,168.0,1,10.0,,1.0,514
719,74,11.358053,106.63145,450000000,0.9,500.0,4,,,1.0,25816
762,79,10.831532,106.757996,16800000000,86.82171,193.5,1,9.93,,1.0,26827
503,49,15.885393,108.38365,2450000000,16.896551,145.0,1,7.75,20.0,1.0,20416
495,48,16.03415,108.20925,2800000000,9.333333,300.0,1,12.0,25.0,1.0,20260
697,70,11.50929,106.6145,450000000,0.45,1000.0,4,,,1.0,25441
278,1,20.880085,105.78793,1500000000,28.846153,52.0,1,,,1.0,10138
784,79,10.8795,106.6093,5400000000,54.0,100.0,1,5.0,20.0,1.0,27574
277,1,20.85924,105.732185,1650000000,8.168317,202.0,1,,,1.0,10078
761,79,10.851537,106.61356,4700000000,31.125828,151.0,1,6.0,25.0,1.0,26785
786,79,10.679482,106.70197,5700000000,29.23077,195.0,1,8.0,24.0,1.0,27652
783,79,11.026217,106.45826,9900000000,2.75,3600.0,3,60.0,60.0,1.0,27520
786,79,10.6997,106.7042,5220000000,58.0,90.0,1,5.0,18.0,1.0,27646
808,80,10.475506,106.47051,700000000,4.7619047,147.0,1,7.0,21.0,1.0,28219
769,79,10.8197,106.7817,10500000000,67.30769,156.0,1,6.0,26.0,1.0,26848
738,75,10.929289,107.11301,3000000000,3.0,1000.0,4,37.7999,,1.0,26317
738,75,10.929289,107.11301,2400000000,11.111111,216.0,1,10.1,20.2999,1.0,26317
783,79,11.081056,106.51618,7168000000,13.679389,524.0,1,10.0,52.0,1.0,27508
271,1,20.99375,105.49085,2390000000,20.254238,118.0,1,5.0,,1.0,9709
